time_s,y,y_error,is_molecular
8.670860000000000582e+03,-4.347909374899930901e-01,5.605189990732159511e-02,1.000000000000000000e+00
8.700879999999999200e+03,-4.509856234099736683e-01,5.664050235478806927e-02,1.000000000000000000e+00
8.731069999999999709e+03,-4.648966918775903623e-01,5.715377268385862103e-02,1.000000000000000000e+00
8.761200000000000728e+03,-4.687244477473550552e-01,5.729626078619366736e-02,1.000000000000000000e+00
8.791229999999999563e+03,-4.815904984976558945e-01,5.777921657494335117e-02,1.000000000000000000e+00
8.821260000000000218e+03,-4.893903430459253245e-01,5.807504078303424994e-02,1.000000000000000000e+00
8.851270000000000437e+03,-5.051749522571761242e-01,5.868080875041430805e-02,1.000000000000000000e+00
8.881440000000000509e+03,-5.118261240995739536e-01,5.893893893893892982e-02,1.000000000000000000e+00
8.911569999999999709e+03,-5.212127166524774813e-01,5.930616369147860556e-02,1.000000000000000000e+00
8.941590000000000146e+03,-5.293290953305503921e-01,5.962648556876061490e-02,1.000000000000000000e+00
8.971770000000000437e+03,-5.416285329210356325e-01,6.011687865245787799e-02,1.000000000000000000e+00
9.001909999999999854e+03,-5.540811324369478985e-01,6.061956143404107628e-02,1.000000000000000000e+00
9.031979999999999563e+03,-5.709295478356958276e-01,6.130973451327432350e-02,1.000000000000000000e+00
9.062040000000000873e+03,-5.766093643119936107e-01,6.154503381986471677e-02,1.000000000000000000e+00
9.092239999999999782e+03,-5.895081458004590713e-01,6.208438514244499218e-02,1.000000000000000000e+00
9.122250000000000000e+03,-6.040380054881694383e-01,6.270032930845226282e-02,1.000000000000000000e+00
9.152290000000000873e+03,-6.143360001356557021e-01,6.314232902033273254e-02,1.000000000000000000e+00
9.182370000000000800e+03,-6.247411478958847519e-01,6.359357489727306134e-02,1.000000000000000000e+00
9.212450000000000728e+03,-6.382802791191047875e-01,6.418780764861792276e-02,1.000000000000000000e+00
9.242489999999999782e+03,-6.489389258956246298e-01,6.466130884041329518e-02,1.000000000000000000e+00
9.272620000000000800e+03,-6.581662116646996852e-01,6.507531865585168551e-02,1.000000000000000000e+00
9.302629999999999200e+03,-6.753072624316140971e-01,6.585461689587425449e-02,1.000000000000000000e+00
9.332670000000000073e+03,-6.816139447462717937e-01,6.614472123368918266e-02,1.000000000000000000e+00
9.362840000000000146e+03,-6.975568890486454343e-01,6.688629971876254576e-02,1.000000000000000000e+00
9.392959999999999127e+03,-6.991652528855081261e-01,6.696177062374245037e-02,1.000000000000000000e+00
9.423059999999999491e+03,-7.072461049394467292e-01,6.734279918864095882e-02,1.000000000000000000e+00
9.453260000000000218e+03,-7.186701377910310606e-01,6.788674599917930708e-02,1.000000000000000000e+00
9.483319999999999709e+03,-7.335525951949838364e-01,6.860474802165762720e-02,1.000000000000000000e+00
9.513379999999999200e+03,-7.486598904902043161e-01,6.934460887949260577e-02,1.000000000000000000e+00
9.543459999999999127e+03,-7.605698568773788804e-01,6.993581514762514661e-02,1.000000000000000000e+00
9.573639999999999418e+03,-7.743572359854883347e-01,7.062906724511930356e-02,1.000000000000000000e+00
9.603690000000000509e+03,-7.865791253524977433e-01,7.125164690382082555e-02,1.000000000000000000e+00
9.633889999999999418e+03,-7.971752509839932221e-01,7.179760319573902372e-02,1.000000000000000000e+00
9.663930000000000291e+03,-8.150888513651874945e-01,7.273384545865341222e-02,1.000000000000000000e+00
9.694069999999999709e+03,-8.205261098897759231e-01,7.302135393003181263e-02,1.000000000000000000e+00
9.724190000000000509e+03,-8.296544252146080822e-01,7.350756533700135431e-02,1.000000000000000000e+00
9.754219999999999345e+03,-8.425756940518741578e-01,7.420343706456106192e-02,1.000000000000000000e+00
9.784319999999999709e+03,-8.575502368515546259e-01,7.502121640735501251e-02,1.000000000000000000e+00
9.814370000000000800e+03,-8.746690571833355410e-01,7.597122302158272611e-02,1.000000000000000000e+00
9.844500000000000000e+03,-8.862466105257781335e-01,7.662299854439590108e-02,1.000000000000000000e+00
9.874709999999999127e+03,-8.999253777878906124e-01,7.740285292670928685e-02,1.000000000000000000e+00
9.904719999999999345e+03,-9.118008266013025720e-01,7.808860129417617701e-02,1.000000000000000000e+00
9.934770000000000437e+03,-9.298826853936219550e-01,7.914850481500253221e-02,1.000000000000000000e+00
9.964920000000000073e+03,-9.482975280092410530e-01,8.024780588538975301e-02,1.000000000000000000e+00
9.994930000000000291e+03,-9.586764483705930706e-01,8.087636932707356618e-02,1.000000000000000000e+00
1.002496999999999935e+04,-9.586764483705930706e-01,8.087636932707356618e-02,1.000000000000000000e+00
1.005514999999999964e+04,-9.628583676904900468e-01,8.113148245154533367e-02,1.000000000000000000e+00
1.008535000000000036e+04,-9.755100915341262668e-01,8.190981432360742998e-02,1.000000000000000000e+00
1.011544000000000051e+04,-9.797631548297287551e-01,8.217368140649974895e-02,1.000000000000000000e+00
1.014564999999999964e+04,-9.969586349416098559e-01,8.325203252032520318e-02,1.000000000000000000e+00
1.017587000000000080e+04,-1.007857925399645582e+00,8.394520547945205635e-02,1.000000000000000000e+00
1.020596999999999935e+04,-1.023319304632678506e+00,8.494156928213690561e-02,1.000000000000000000e+00
1.023617000000000007e+04,-1.032262908126575507e+00,8.552498596294215438e-02,1.000000000000000000e+00
1.026631999999999971e+04,-1.045830103229140384e+00,8.642003414911782200e-02,1.000000000000000000e+00
1.029650000000000000e+04,-1.059583901700631214e+00,8.733987305251009192e-02,1.000000000000000000e+00
1.032664999999999964e+04,-1.075872801698620318e+00,8.844574780058651886e-02,1.000000000000000000e+00
1.035681999999999971e+04,-1.094819490429413511e+00,8.975493126120741294e-02,1.000000000000000000e+00
1.038685000000000036e+04,-1.104429173989674107e+00,9.042848521424258490e-02,1.000000000000000000e+00
1.041687999999999920e+04,-1.121471582814192125e+00,9.163904235727439451e-02,1.000000000000000000e+00
1.044701000000000022e+04,-1.128865331839130182e+00,9.217068645640072444e-02,1.000000000000000000e+00
1.047704999999999927e+04,-1.143818881506188934e+00,9.325800376647834511e-02,1.000000000000000000e+00
1.050712999999999920e+04,-1.156453288357959019e+00,9.418944691671959912e-02,1.000000000000000000e+00
1.053720999999999913e+04,-1.169249368267550437e+00,9.514488087572441077e-02,1.000000000000000000e+00
1.056742000000000007e+04,-1.192703212067704799e+00,9.692814765985495462e-02,1.000000000000000000e+00
1.059744000000000051e+04,-1.203306359782775337e+00,9.774816788807461077e-02,1.000000000000000000e+00
1.062752000000000044e+04,-1.211333158732228243e+00,9.837474815312288734e-02,1.000000000000000000e+00
1.065754999999999927e+04,-1.224856015242359986e+00,9.944179714091216926e-02,1.000000000000000000e+00
1.068769000000000051e+04,-1.241328590869704485e+00,1.007612456747404434e-01,1.000000000000000000e+00
1.071786000000000058e+04,-1.249667763588065750e+00,1.014375436147941512e-01,1.000000000000000000e+00
1.074794000000000051e+04,-1.269400609648390743e+00,1.030604982206405340e-01,1.000000000000000000e+00
1.077796999999999935e+04,-1.283737772794798948e+00,1.042599277978339678e-01,1.000000000000000000e+00
1.080818000000000029e+04,-1.295357366127788401e+00,1.052447041636230679e-01,1.000000000000000000e+00
1.083837999999999920e+04,-1.298283483797176840e+00,1.054945054945054528e-01,1.000000000000000000e+00
1.086848999999999978e+04,-1.307113563245449583e+00,1.062527716186252996e-01,1.000000000000000000e+00
1.089850000000000000e+04,-1.319009614314293977e+00,1.072849663425579358e-01,1.000000000000000000e+00
1.092870999999999913e+04,-1.331048886893912098e+00,1.083421650264950881e-01,1.000000000000000000e+00
1.095875000000000000e+04,-1.346304712903732215e+00,1.097002305918524240e-01,1.000000000000000000e+00
1.098884000000000015e+04,-1.355571188477049827e+00,1.105352986811481697e-01,1.000000000000000000e+00
1.101904000000000087e+04,-1.374365790254617137e+00,1.122529644268775162e-01,1.000000000000000000e+00
1.104914999999999964e+04,-1.390302382517428992e+00,1.137349397590361189e-01,1.000000000000000000e+00
1.107932999999999993e+04,-1.396748819023749366e+00,1.143411479385610247e-01,1.000000000000000000e+00
1.110948999999999978e+04,-1.416341282472186602e+00,1.162077493816982138e-01,1.000000000000000000e+00
1.113952000000000044e+04,-1.429619485858264039e+00,1.174937343358395808e-01,1.000000000000000000e+00
1.116967000000000007e+04,-1.443076375218875329e+00,1.188145639288738648e-01,1.000000000000000000e+00
1.119981999999999971e+04,-1.463607464222560717e+00,1.208643042350907443e-01,1.000000000000000000e+00
1.122998999999999978e+04,-1.481044697665701237e+00,1.226385224274406244e-01,1.000000000000000000e+00
1.126003000000000065e+04,-1.495216768344076685e+00,1.241034790365744128e-01,1.000000000000000000e+00
1.129018000000000029e+04,-1.495216768344076685e+00,1.241034790365744128e-01,1.000000000000000000e+00
1.132028000000000065e+04,-1.513219054693557775e+00,1.259945504087193746e-01,1.000000000000000000e+00
1.135037999999999920e+04,-1.535258514259848717e+00,1.283565459610027659e-01,1.000000000000000000e+00
1.138050000000000000e+04,-1.542714280391192183e+00,1.291674462114125455e-01,1.000000000000000000e+00
1.141065999999999985e+04,-1.557794679282261452e+00,1.308262108262107648e-01,1.000000000000000000e+00
1.144071999999999935e+04,-1.588655373251572245e+00,1.342997061704211958e-01,1.000000000000000000e+00
1.147085000000000036e+04,-1.600478171062627464e+00,1.356590683845390333e-01,1.000000000000000000e+00
1.150094000000000051e+04,-1.620498859793525481e+00,1.379979777553084208e-01,1.000000000000000000e+00
1.153113999999999942e+04,-1.640928579525470221e+00,1.404334365325076162e-01,1.000000000000000000e+00
1.156131999999999971e+04,-1.645065090077251213e+00,1.409326424870465944e-01,1.000000000000000000e+00
1.159144000000000051e+04,-1.670250051830858284e+00,1.440170031880978196e-01,1.000000000000000000e+00
1.162148999999999978e+04,-1.687399453903811963e+00,1.461621621621621292e-01,1.000000000000000000e+00
1.165170000000000073e+04,-1.709258247716310963e+00,1.489502762430938987e-01,1.000000000000000000e+00
